Spearman_Cor,Pearson_Cor,RSD_PAPH,norm_diff_PA_PH_median,Label
0.928571429,0.977859446,0.050034889,0.130934491,1
0.821428571,0.96561062,0.07618323,0.201559177,1
1,0.99996675,0.019831957,0.05557949,1
1,0.999965718,0.082461789,0.226588535,1
0.964285714,0.944690241,0.033075523,0.092647504,1
1,0.998813286,0.021882219,0.062620623,1
0.991031209,0.995568356,0.032909375,0.094210721,1
0.928571429,0.993873871,0.063650153,0.178414914,1
1,0.999612439,0.029320864,0.087518243,1
1,0.999472875,0.027635645,0.066776307,1
1,0.99932367,0.013192728,0.04348824,1
0.964285714,0.998245669,0.028277832,0.074884976,1
1,0.999431116,0.005732942,0.014645192,1
0.964285714,0.99703287,0.016390111,0.0442882,1
0.857142857,0.998397039,0.011518934,0.031000655,1
1,0.998614179,0.014818374,0.043965045,1
0.928571429,0.706187432,0.210467309,0.451756109,0
0.75,0.774548789,0.251993708,0.773205681,0
0.464285714,0.786111685,0.398517286,0.820633567,0
0.535714286,0.899390484,0.308265015,0.990288609,0
0.892857143,0.992486041,0.563354664,0.958019358,0
0.821428571,0.783550992,0.048541889,0.13126059,1
0.142857143,0.569003425,0.277682454,0.77956347,0
0.428571429,0.581489151,0.229568014,0.574008368,0
0.892857143,0.953227548,0.035381974,0.103536706,1
1,0.998108011,0.014488889,0.044990192,1
0.928571429,0.980214476,0.026716812,0.075376752,1
0.964285714,0.999485989,0.019692267,0.059059429,1
1,0.99964338,0.068108132,0.186890236,1
0.964285714,0.999875157,0.065755445,0.170533611,1
0.964285714,0.968096358,0.036363784,0.109230677,1
1,0.99619086,0.056060752,0.162360037,1
0.785714286,0.916078925,0.241027152,0.677597073,0
0.857142857,0.82685488,0.313415731,0.918676121,0
0.964285714,0.956344804,0.036171895,0.097718748,1
1,0.998792637,0.016853985,0.042777606,1
1,0.998660706,0.020273984,0.051472642,1
0.964285714,0.999495129,0.014711899,0.034963723,1
1,0.993894447,0.082714291,0.217124366,1
1,0.999156478,0.03231402,0.09436423,1
0.928571429,0.966635959,0.056678896,0.175123194,1
1,0.966367323,0.145525081,0.42686136,1
0.892857143,0.942813318,0.053569769,0.162765691,1
1,0.964600723,0.135699757,0.41551238,1
0.857142857,0.981839811,0.029566191,0.096107073,1
0.785714286,0.893084239,0.05051508,0.15271014,1
1,0.997445592,0.050714316,0.129815352,1
1,0.999398556,0.024677003,0.067188328,1
0.964285714,0.988853572,0.023651704,0.071907661,1
1,0.998716131,0.014174053,0.037595694,1
0.857142857,0.957191,0.038448007,0.104912666,1
1,0.991933492,0.03038877,0.099298522,1
0.964285714,0.998966375,0.016268212,0.051378105,1
1,0.997232457,0.020905995,0.06274154,1
1,0.999242885,0.009750413,0.032474297,1
0.964285714,0.998643518,0.021276197,0.056543638,1
1,0.980837637,0.077538877,0.219387837,1
0.928571429,0.978603108,0.127055124,0.375430371,1
0.892857143,0.824688692,0.04559128,0.147093216,1
0.857142857,0.822583662,0.340563623,1.101889747,0
0.892857143,0.824688692,0.04559128,0.147093216,1
0.714285714,0.669627224,0.209919594,0.64121146,0
0.75,0.913591356,0.087935593,0.25626623,1
0.928571429,0.919847616,0.08047431,0.248073096,1
0.928571429,0.875651462,0.184228372,0.397567082,0
0.892857143,0.925203777,0.182963746,0.429270513,0
1,0.99983537,0.026642134,0.070527052,1
1,0.999901874,0.02189088,0.066099782,1
0.392857143,0.38767321,0.069939878,0.210581244,1
0.321428571,0.083644818,0.315880805,0.944363643,0
0.892857143,0.996944278,0.025439808,0.072725217,1
0.892857143,0.980087702,0.039886738,0.093711925,1
1,0.999325173,0.663297302,0.934625338,0
0.892857143,0.980087702,0.039886738,0.093711925,1
1,0.99009629,0.026943174,0.071566075,1
0.642857143,0.619906805,0.048740581,0.138724709,1
0.964285714,0.982301037,0.036166765,0.097521515,1
0.964285714,0.987085693,0.060598217,0.156106635,1
0.964285714,0.998396956,0.01833508,0.046852972,1
1,0.99952945,0.009783592,0.024608843,1
0.642857143,0.707653744,0.166996166,0.474249618,0
0.48650623,0.674860913,0.129917696,0.391805808,0
1,0.999524299,0.011903666,0.036170303,1
0.964285714,0.999082607,0.013832494,0.043613742,1
0.642857143,0.898694023,0.037210846,0.101414019,1
0.892857143,0.979778032,0.029402378,0.073208642,1
0.857142857,0.730553138,0.220361374,0.624077069,0
1,0.988280318,0.060736677,0.162550894,1
1,0.992741236,0.027635702,0.080779519,1
1,0.998524277,0.0139723,0.039812818,1
1,0.999527136,0.028585958,0.079473563,1
0.964285714,0.995204307,0.040578715,0.108349013,1
0.892857143,0.918850828,0.203455083,0.632882711,0
1,0.962703857,0.231216448,0.659639777,0
0.642857143,0.706648588,0.455031041,1.407482778,0
0.821428571,0.795465638,0.16677337,0.45419725,0
1,0.999970111,0.01856041,0.046391673,1
0.964285714,0.999790708,0.023155739,0.063577583,1
1,0.99238416,0.055921348,0.139719803,1
1,0.997903236,0.025816822,0.065129868,1
1,0.999865657,0.046481737,0.126309906,1
1,0.998992123,0.067389434,0.218732228,1
0.928571429,0.9599567,0.336985954,0.978915441,0
0.964285714,0.998301985,0.230674915,0.57195175,1
0.892857143,0.852308405,0.097466904,0.267245054,0
0.714285714,0.927209192,0.140408969,0.403990953,0
1,0.998559555,0.014319383,0.033543009,1
1,0.998994555,0.015154025,0.046890685,1
0.857142857,0.788713228,0.092141608,0.246548537,1
0.821428571,0.922064569,0.27044959,0.588977916,0
0.821428571,0.937362256,0.028755053,0.09084055,1
0.678571429,0.978020845,0.043231463,0.113518253,1
0.964285714,0.997711604,0.033362357,0.077167041,1
0.964285714,0.981345471,0.071599397,0.204861753,1
0.964285714,0.997125424,0.019755892,0.063016996,1
0.964285714,0.997014435,0.031962244,0.088073684,1
0.928571429,0.999235068,0.006607118,0.019220458,1
1,0.989243557,0.015419375,0.043515225,1
0.178571429,0.127681685,0.182661806,0.561674211,0
0.785714286,0.887058022,0.211531249,0.714844098,0
0.846881215,0.756185257,0.054019605,0.164536311,1
0.964285714,0.904007933,0.373532746,1.222740737,0
0.928571429,0.985641688,0.063446004,0.172897713,1
0.964285714,0.987576323,0.055839002,0.152650435,1
0.535714286,0.453944819,0.073982064,0.235538196,1
0.428571429,0.66953575,0.283535175,0.857224496,0
0.892857143,0.913974051,0.872834938,4.004674107,0
0.892857143,0.64087693,0.837281917,4.324476407,0
0.785714286,0.848297041,0.23889649,0.516234737,0
0.464285714,0.926287401,0.408508979,1.020684938,0
0.964285714,0.999796608,0.011994613,0.033157314,1
0.964285714,0.999598176,0.032427653,0.087829677,1
1,0.973148523,0.010065929,0.029379195,1
1,0.998278575,0.01744045,0.052867447,1
1,0.999123188,0.017729543,0.047394189,1
1,0.999826033,0.014634355,0.048398277,1
1,0.998304838,0.013277726,0.03022498,1
1,0.99987914,0.009697446,0.023800167,1
0.892857143,0.973730517,0.042908194,0.134653114,1
1,0.997094077,0.055982238,0.170264313,1
0.892857143,0.98165601,0.06752703,0.175252438,1
0.964285714,0.988203185,0.040615939,0.094368032,1
1,0.999715528,0.019509602,0.063484403,0
1,0.999530833,0.027668232,0.072986361,0
0.857142857,0.899598401,0.434978628,1.269879477,0
0.928571429,0.901314411,0.259373146,0.828043927,0
0.857142857,0.900327071,0.150056141,0.450397716,0
0.678571429,0.748974467,0.296657231,0.735257854,0
0.964285714,0.993084672,0.322405376,0.951260736,0
0.928571429,0.961261942,0.172711077,0.552032951,0
1,0.999088848,0.011973523,0.035695358,1
0.964285714,0.998677823,0.02895269,0.072457477,1
0.964285714,0.99565883,0.049437406,0.14402237,1
1,0.989136514,0.054022337,0.175692802,1
1,0.999142143,0.017210941,0.049199837,1
1,0.999667013,0.013954251,0.042300479,1
0.857142857,0.920472257,0.523473649,1.137650075,0
0.428571429,0.76947814,0.421066301,1.075419571,0
1,0.999263787,0.010883609,0.02818938,1
0.964285714,0.99912796,0.022851772,0.060344274,1
0.857142857,0.970578581,0.166264323,0.437843887,0
0.964285714,0.798782502,0.066131998,0.204036638,1
0.5,0.357066712,0.243606387,0.621858376,0
0.846881215,0.994178184,0.676492622,1.084160094,0
0.892857143,0.809918829,0.56975704,1.578947451,0
0.964285714,0.99734569,0.012029978,0.033699597,1
1,0.993387714,0.034800593,0.093700673,1
1,0.997470945,0.011539779,0.032913501,1
1,0.992949141,0.036895688,0.103499464,1
1,0.994900077,0.218556833,0.567132738,0
0.964285714,0.999912811,0.592050087,1.423460069,0
1,0.818862627,0.116068001,0.259288031,0
1,0.985008353,0.084375177,0.258173807,0
0.714285714,0.826846109,0.269362721,0.793587178,0
0.142857143,0.179131342,0.278322825,0.596911486,0
1,0.992528937,0.088740423,0.197918686,0
0.928571429,0.98228018,0.169762023,0.428991238,0
0.964285714,0.982191069,0.478516974,1.52765773,0
1,0.971124635,0.63667835,2.264595542,0
0.714285714,0.53604654,0.899582993,3.478976985,0
0.285714286,-0.085049219,0.825685154,3.490148667,0
0.928571429,0.969662964,0.055373905,0.15718066,1
0.821428571,0.872622208,0.055388957,0.144793166,1
1,0.995905163,0.51852754,1.009756379,0
0.321428571,0.622224508,0.323057872,1.077341198,0
0.857142857,0.712215752,0.053322174,0.176494256,1
0.738768719,0.40205242,0.214751386,0.68973539,0
0.785714286,0.847138507,0.281948398,0.936947657,0
0.964285714,0.954317256,0.086332921,0.281778697,0
0.892857143,0.924675994,0.372805096,0.938639297,0
0.285714286,0.471577476,0.231558674,0.60808516,0
0.964285714,0.941629107,0.243082397,0.579706714,0
0.964285714,0.967827414,0.321445,0.970793337,0
-0.607142857,-0.604159262,0.269785327,0.822069842,0
1,0.973088133,0.244508766,0.468750608,0
1,0.956956997,0.551974841,1.921009913,0
0.535714286,0.843808832,0.102434496,0.303877161,0
0.785714286,0.835991699,0.298583387,0.989799973,0
-0.214285714,0.044708131,0.074190387,0.234352989,1
0.714285714,0.681354326,0.163690897,0.496482674,0
0.964285714,0.878720824,0.200552225,0.546618879,0
0.964285714,0.95732513,0.200239357,0.611040111,0
0.607142857,0.72081986,0.167216467,0.446707953,0
0.964285714,0.970444606,0.153699193,0.441188105,0
0.857142857,0.97084401,0.023087548,0.060464419,1
1,0.998736554,0.041454497,0.120392054,1
0.928571429,0.967921974,0.013754045,0.036781033,1
1,0.999215548,0.014099701,0.038780973,1
1,0.992886182,0.029832044,0.07787116,1
1,0.999580573,0.076134022,0.248688498,1
0.821428571,0.887896425,0.268450989,0.883733657,0
1,0.978328656,0.39151886,1.104246432,0
0.857142857,0.940923223,0.607727586,1.881846359,0
0.571428571,0.865433079,0.565918253,1.618030472,0
0.928571429,0.921985185,0.264560743,0.721738687,0
0.714285714,0.871454892,0.341907064,1.001582722,0
0.964285714,0.990172636,0.036944064,0.109373278,1
1,0.999837689,0.016304825,0.039409638,1
0.964285714,0.980665963,0.226479731,0.512741799,0
1,0.998696517,0.079718515,0.22286761,0
0.928571429,0.918511906,0.289254936,0.83911218,0
0.964285714,0.981569466,0.310701483,0.716910227,0
0.964285714,0.995363954,0.02403344,0.075629758,1
1,0.997455887,0.040070394,0.129610848,1
0.964285714,0.996803395,0.059322241,0.168917705,1
1,0.996432699,0.098810648,0.269393755,1
0.964285714,0.99435935,0.022768904,0.069288568,1
0.964285714,0.99840053,0.064246177,0.16114893,1
0.607142857,0.996536938,0.036536182,0.091744917,1
0.964285714,0.999465107,0.050079781,0.145047308,1
0.928571429,0.986027983,0.372698984,1.12927363,0
0.75,0.849168627,0.278639795,0.659507697,0
0.714285714,0.746646158,0.309560152,0.818833482,0
0.428571429,0.230625804,0.449016797,1.552431083,0
0.392857143,0.171079078,0.556883655,2.268796731,0
0.964285714,0.804570732,0.438764593,1.267380013,0
1,0.985061118,0.178234274,0.382897125,0
0.964285714,0.876163949,0.35949477,0.876924366,0
0.964285714,0.970373882,0.646835075,2.28233453,0
1,0.99495869,0.035328845,0.101030086,0
0.392857143,0.328771075,0.456538964,1.372060643,0
0.714285714,0.716368548,0.27088342,0.875036243,0
0.964285714,0.966794368,0.376195205,0.837518713,0
0.928571429,0.900841947,0.360293496,0.885072931,0
0.714285714,0.7903793,0.546192348,1.446785607,0
-0.142857143,-0.314219528,0.374657367,0.772845738,0
0.857142857,0.921152147,0.066337206,0.189306849,1
0.714285714,0.734591951,0.126212966,0.34348643,0
1,0.899423038,0.500549692,1.683567187,0
1,0.971744021,0.24811284,0.737073914,0
0.607142857,0.800240891,0.320400715,0.989861075,0
1,0.999742546,0.011566549,0.033511711,1
1,0.999747179,0.030835467,0.103697366,1
0.785714286,0.83827856,0.218649767,0.581705131,0
0.892857143,0.816523495,0.189492754,0.44005016,0
0.892857143,0.806674008,0.400900324,1.289873699,0
0.75,0.710000349,0.302263471,0.579946058,0
0.571428571,0.905825505,0.081800772,0.239639901,1
0.607142857,0.624750626,0.246546059,0.574989557,0
0.928571429,0.991979693,0.047340712,0.113833216,1
0.964285714,0.977643779,0.047079263,0.110903958,1
0.785714286,0.951062882,0.056098765,0.148724764,1
0.928571429,0.880512735,0.047594411,0.133084454,1
0.607142857,0.803908291,0.062759236,0.199769503,1
0.714285714,0.950823225,0.164382041,0.500303824,0
0.821428571,0.993318872,0.262228405,0.689395548,0
0.964285714,0.997287544,0.02441015,0.06951779,1
1,0.999270356,0.090570412,0.260737284,1
0.964285714,0.962954402,0.054227028,0.162082692,1
0.535714286,0.550559438,0.286048729,0.720638599,0
0.964285714,0.962954402,0.054227028,0.162082692,1
0.75,0.833190734,0.299154798,0.979559239,0
0.892857143,0.98072902,0.061029707,0.173563791,1
0.571428571,0.835034812,0.242301337,0.66922173,0
0.892857143,0.970084336,0.155565245,0.369325566,0
0.607142857,0.893092489,0.260115134,0.808281758,0
1,0.992883369,0.017577938,0.043740329,1
0.964285714,0.997324322,0.016586338,0.048608724,1
1,0.999921622,0.011261999,0.034520466,1
0.964285714,0.997495685,0.019371296,0.056068052,1
1,0.991969661,0.034245309,0.095178218,1
0.964285714,0.996445379,0.042303989,0.13831519,1
1,0.995946304,0.148260722,0.442676284,0
0.892857143,0.969128415,0.127605231,0.421121443,0
0.964285714,0.961657965,0.199156252,0.620112859,0
0.821428571,0.887525898,0.3019276,0.669364531,1
0.857142857,0.942647519,0.300909985,0.821489204,1
0.964285714,0.976937432,0.709002745,2.586949707,0
1,0.988788834,0.47096253,0.766002026,0
1,0.996861865,0.371521212,0.797960809,0
1,0.998621914,0.091293709,0.231018058,0
0.678571429,0.896440103,0.183366326,0.478736362,0
0.857142857,0.8610286,0.352939387,1.05945307,0
0.964285714,0.979755125,0.479566192,0.890044152,0
1,0.970137334,0.508021793,0.889771896,0
0.821428571,0.927111789,0.268461285,0.730092917,0
0.857142857,0.951785139,0.510628542,1.180983074,0
0.928571429,0.99750603,0.021630017,0.05704142,1
1,0.999169514,0.031295191,0.0910955,1
0.964285714,0.999659602,0.020083301,0.051869501,1
0.964285714,0.988138245,0.293435653,0.736155626,0
0.964285714,0.975562979,0.042010746,0.111265163,1
1,0.990630919,0.030800009,0.08161654,1
1,0.997154178,0.02418812,0.059512122,1
0.821428571,0.987754774,0.041389366,0.12181105,1
0.892857143,0.994516152,0.050049038,0.148574762,1
0.607142857,0.620343113,0.237405671,0.479138228,0
1,0.999595768,0.031123712,0.090674592,1
1,0.999429222,0.029827812,0.095536152,1
1,0.996460067,0.054162705,0.158280917,0
1,0.999724223,0.704367618,2.868384711,0
0.892857143,0.928952549,0.16656192,0.478652745,0
0.964285714,0.961988414,0.223047554,0.593584311,0
0.928571429,0.94667139,0.048488756,0.142093489,1
0.964285714,0.987511818,0.053322023,0.147100006,1
0.892857143,0.76010584,0.053394254,0.166758582,1
0.857142857,0.821910782,0.246617772,0.52255555,0
1,0.998994292,0.015259915,0.043922226,1
0.964285714,0.999682853,0.02284954,0.066696488,1
0.678571429,0.902900716,0.136380157,0.377154615,0
0.75,0.811895367,0.226510451,0.545247322,0
0.964285714,0.99674086,0.023981916,0.067047637,1
1,0.997694841,0.031759218,0.091688922,1
1,0.999492312,0.289315521,0.77509992,0
1,0.999885951,0.296559045,0.573415663,0
1,0.999904243,0.021486977,0.060344749,1
1,0.999973066,0.023212835,0.073153238,1
1,0.999845061,0.009834014,0.030308639,1
0.964285714,0.999787286,0.018296597,0.057598914,1
1,0.970676903,0.033027858,0.104340659,1
0.964285714,0.991881158,0.037242494,0.097567782,1
0.964285714,0.995508482,0.023415759,0.067966804,1
1,0.993287586,0.029809375,0.070348262,1
0.75,0.909776116,0.140899354,0.441583133,0
0.928571429,0.85640547,0.162199742,0.49510412,1
0.964285714,0.991229011,0.033531393,0.097307073,1
1,0.9753209,0.057511649,0.164280829,1
0.964285714,0.99591029,0.036413316,0.107651821,0
0.75,0.807909106,0.308434411,0.902028828,0
0.464285714,0.832153807,0.065416237,0.210587613,1
1,0.989025763,0.034509783,0.096378947,1
1,0.998976328,0.033557383,0.091867535,1
0.964285714,0.999381126,0.047487344,0.145914034,1
0.964285714,0.996620557,0.056200073,0.152559793,1
0.964285714,0.990674068,0.061678485,0.14916721,1
1,0.999568136,0.014778122,0.043190387,0
1,0.999785079,0.013047962,0.029335513,0
1,0.990280427,0.058169311,0.160770568,1
0.964285714,0.990469376,0.058335184,0.156135445,1
0.964285714,0.986325057,0.034301031,0.106430685,1
0.928571429,0.92132871,0.049093664,0.119891424,1
1,0.999243296,0.072008961,0.193673591,1
1,0.998693343,0.052677804,0.157360102,1
0.964285714,0.997322094,0.043177867,0.12155537,1
0.964285714,0.992602952,0.09713192,0.257730388,1
0.892857143,0.4995031,0.523525287,1.867532788,0
0.928571429,0.904193734,0.198906467,0.468142231,0
